0;100;100;
0;100;100000;
0;1000;100;
0;1000;100000;
468790;10000;100;
312540;10000;100000;
5.31306e+006;100000;100;
6.71948e+006;100000;100000;
4.74813e+007;1e+006;100;
4.3911e+007;1e+006;100000;
