0;100;100;
0;100;1000;
468810;1000;100;
312820;1000;1000;
1.92207e+007;10000;100;
1.89083e+007;10000;1000;
156280;100;100;
0;100;1000;
469050;1000;100;
468540;1000;1000;
1.89085e+007;10000;100;
2.70339e+007;10000;1000;
